Time,Index,Battery,Mag_X[uT],Mag_Y[uT],Mag_Z[uT],Acc_X[G],Acc_Y[G],Acc_Z[G],UV INDEX,AmbientLight[Lx],Humidity[%RH],Temperature[degC],Pressure[hPa]
2023/06/19 18:21:56.457,11,2.94,-17.6,37.6,-12.1,0.076,0.973,-0.030,0.0,17.2,68.14,24.54,992.81
2023/06/19 18:21:57.457,12,2.94,-15.8,37.9,-13.9,0.075,0.973,-0.030,0.1,18.1,68.09,24.52,992.78
2023/06/19 18:21:58.457,13,2.94,-18.3,39.8,-13.2,0.075,0.972,-0.029,0.1,19.8,68.09,24.54,992.76
2023/06/19 18:21:59.457,14,2.94,-17.9,38.7,-11.7,0.075,0.972,-0.030,0.0,16.9,68.05,24.56,992.78
2023/06/19 18:22:00.457,15,2.94,-19.4,37.9,-12.1,0.076,0.973,-0.030,0.2,18.2,68.14,24.49,992.73
2023/06/19 18:22:01.457,16,2.94,-18.3,37.9,-14.3,0.076,0.973,-0.030,0.4,17.2,68.09,24.56,992.76
2023/06/19 18:22:02.457,17,2.94,-17.6,39.8,-14.7,0.076,0.972,-0.030,0.1,21.0,68.09,24.56,992.76
2023/06/19 18:22:03.457,18,2.94,-19.4,35.8,-13.9,0.076,0.974,-0.029,0.2,18.6,68.12,24.58,992.81
2023/06/19 18:22:04.457,19,2.94,-19.8,37.9,-13.6,0.076,0.973,-0.029,0.2,22.1,68.09,24.54,992.78
2023/06/19 18:22:05.457,20,2.94,-18.6,37.6,-11.7,0.076,0.973,-0.028,0.1,17.9,68.15,24.54,992.76
2023/06/19 18:22:06.457,21,2.94,-19.8,38.7,-12.4,0.076,0.973,-0.030,0.3,17.3,68.12,24.60,992.76
2023/06/19 18:22:07.457,22,2.94,-17.6,37.9,-12.4,0.076,0.972,-0.029,0.1,22.4,68.13,24.56,992.78
2023/06/19 18:22:08.457,23,2.94,-17.6,39.4,-12.8,0.076,0.973,-0.028,0.1,20.5,68.12,24.56,992.81
2023/06/19 18:22:09.457,24,2.94,-18.6,38.7,-13.6,0.075,0.972,-0.030,0.2,18.6,68.13,24.54,992.73
2023/06/19 18:22:10.457,25,2.94,-17.6,38.7,-12.4,0.076,0.973,-0.029,0.3,20.8,68.14,24.56,992.73
2023/06/19 18:22:11.457,26,2.94,-19.8,37.9,-13.2,0.077,0.973,-0.030,0.1,21.3,68.11,24.54,992.78
2023/06/19 18:22:12.457,27,2.94,-17.2,36.5,-13.2,0.076,0.972,-0.030,0.0,19.2,68.19,24.56,992.81
2023/06/19 18:22:13.457,28,2.94,-18.6,39.4,-12.1,0.077,0.972,-0.029,0.3,19.4,68.10,24.54,992.78
2023/06/19 18:22:14.457,29,2.94,-18.6,38.7,-17.7,0.075,0.973,-0.030,0.2,18.1,68.18,24.56,992.78
2023/06/19 18:22:15.457,30,2.94,-18.3,36.8,-10.2,0.075,0.973,-0.029,0.2,17.4,68.08,24.52,992.76
2023/06/19 18:22:16.457,31,2.94,-18.6,39.0,-9.8,0.075,0.973,-0.029,0.0,18.2,68.17,24.54,992.76
2023/06/19 18:22:17.457,32,2.94,-18.6,38.3,-15.8,0.076,0.972,-0.030,0.1,19.7,68.11,24.56,992.78
2023/06/19 18:22:18.457,33,2.94,-17.9,37.9,-11.3,0.075,0.973,-0.028,0.4,20.6,68.11,24.54,992.76
2023/06/19 18:22:19.457,34,2.94,-17.9,38.3,-11.7,0.075,0.972,-0.030,0.0,18.2,68.14,24.58,992.81
2023/06/19 18:22:20.457,35,2.94,-17.9,36.8,-9.8,0.075,0.972,-0.029,0.4,21.6,68.16,24.51,992.83
2023/06/19 18:22:21.457,36,2.94,-18.6,36.5,-12.8,0.075,0.972,-0.029,0.3,20.6,68.17,24.54,992.76
2023/06/19 18:22:22.457,37,2.94,-18.6,38.3,-14.3,0.075,0.972,-0.030,0.1,17.0,68.15,24.58,992.78
2023/06/19 18:22:23.457,38,2.94,-17.6,36.8,-13.9,0.076,0.974,-0.029,0.1,16.5,68.09,24.54,992.81
2023/06/19 18:22:24.457,39,2.94,-17.6,37.9,-11.3,0.076,0.972,-0.029,0.2,19.7,68.17,24.56,992.81
2023/06/19 18:22:25.457,40,2.94,-18.3,39.0,-12.8,0.075,0.973,-0.029,0.1,20.1,68.17,24.58,992.83
2023/06/19 18:22:26.457,41,2.94,-19.0,38.7,-11.3,0.075,0.972,-0.029,0.0,18.8,68.14,24.58,992.81
2023/06/19 18:22:27.457,42,2.94,-18.3,39.4,-10.6,0.076,0.973,-0.029,0.1,20.2,68.16,24.54,992.83
2023/06/19 18:22:28.457,43,2.94,-18.6,38.3,-12.1,0.075,0.972,-0.029,0.2,18.7,68.13,24.56,992.81
2023/06/19 18:22:29.457,44,2.94,-18.3,37.6,-10.6,0.075,0.973,-0.028,0.1,18.2,68.11,24.58,992.76
2023/06/19 18:22:30.457,45,2.94,-17.6,37.6,-11.7,0.076,0.973,-0.029,0.0,17.8,68.13,24.54,992.76
2023/06/19 18:22:31.457,46,2.94,-17.9,37.9,-11.3,0.075,0.973,-0.030,0.4,20.6,68.11,24.54,992.81
2023/06/19 18:22:32.457,47,2.94,-18.6,39.0,-11.3,0.075,0.973,-0.029,0.1,18.8,68.12,24.56,992.81
2023/06/19 18:22:33.457,48,2.94,-17.6,37.2,-11.7,0.076,0.972,-0.030,0.1,20.9,68.12,24.58,992.76
2023/06/19 18:22:34.457,49,2.94,-17.9,39.0,-13.2,0.075,0.972,-0.030,0.2,18.7,68.14,24.58,992.78
2023/06/19 18:22:35.457,50,2.94,-19.8,38.3,-14.3,0.075,0.972,-0.030,0.4,21.0,68.20,24.56,992.78
2023/06/19 18:22:36.457,51,2.94,-17.6,37.6,-13.2,0.075,0.973,-0.029,0.0,20.1,68.12,24.52,992.86
2023/06/19 18:22:37.457,52,2.94,-18.6,39.8,-11.7,0.076,0.973,-0.028,0.2,18.8,68.09,24.52,992.81
2023/06/19 18:22:38.457,53,2.94,-17.9,37.6,-12.4,0.076,0.972,-0.030,0.2,19.1,68.10,24.51,992.81
2023/06/19 18:22:39.457,54,2.94,-20.5,38.7,-16.2,0.076,0.972,-0.029,0.8,20.5,68.08,24.51,992.81
2023/06/19 18:22:40.457,55,2.94,-18.6,37.9,-11.7,0.076,0.973,-0.030,0.2,21.7,68.13,24.54,992.76
2023/06/19 18:22:41.457,56,2.94,-18.3,38.3,-12.1,0.076,0.973,-0.029,0.0,19.8,68.14,24.56,992.76
2023/06/19 18:22:42.457,57,2.94,-18.6,38.7,-11.3,0.076,0.973,-0.029,0.2,19.5,68.14,24.52,992.81
2023/06/19 18:22:43.457,58,2.94,-19.0,39.0,-12.4,0.076,0.972,-0.030,0.1,18.8,68.08,24.52,992.78
2023/06/19 18:22:44.457,59,2.94,-19.4,37.2,-11.3,0.075,0.973,-0.028,0.4,20.9,68.12,24.52,992.83
2023/06/19 18:22:45.457,60,2.94,-19.0,40.1,-11.7,0.076,0.973,-0.029,0.1,20.8,68.14,24.54,992.83
2023/06/19 18:22:46.457,61,2.94,-18.6,37.6,-16.2,0.075,0.972,-0.029,0.1,20.2,68.15,24.54,992.81
2023/06/19 18:22:47.457,62,2.94,-18.6,37.6,-12.1,0.076,0.973,-0.029,0.4,17.0,68.12,24.51,992.73
2023/06/19 18:22:48.457,63,2.94,-18.3,39.0,-14.7,0.075,0.973,-0.030,0.1,16.9,68.15,24.54,992.76
2023/06/19 18:22:49.457,64,2.94,-19.0,37.9,-9.4,0.076,0.974,-0.028,0.1,22.1,68.11,24.52,992.76
2023/06/19 18:22:50.457,65,2.94,-17.9,36.8,-14.3,0.076,0.973,-0.028,0.2,17.3,68.07,24.51,992.78
2023/06/19 18:22:51.457,66,2.94,-19.4,37.2,-12.8,0.075,0.972,-0.030,0.0,22.5,68.07,24.51,992.83
2023/06/19 18:22:52.457,67,2.94,-18.3,39.8,-12.4,0.076,0.973,-0.029,0.0,18.1,68.09,24.51,992.81
2023/06/19 18:22:53.457,68,2.94,-16.8,37.2,-12.4,0.076,0.973,-0.029,0.3,20.6,68.06,24.51,992.78
2023/06/19 18:22:54.457,69,2.94,-17.9,39.8,-14.3,0.075,0.972,-0.029,0.1,18.8,68.11,24.54,992.78
2023/06/19 18:22:55.457,70,2.94,-17.6,36.5,-15.1,0.076,0.973,-0.029,0.4,19.5,68.09,24.54,992.81
2023/06/19 18:22:56.457,71,2.94,-17.6,37.9,-14.7,0.076,0.973,-0.029,0.4,21.2,68.14,24.51,992.73
2023/06/19 18:22:57.457,72,2.94,-19.4,38.7,-15.1,0.075,0.973,-0.030,0.2,19.4,68.14,24.54,992.81
2023/06/19 18:22:58.457,73,2.94,-18.3,38.3,-14.3,0.075,0.972,-0.029,0.0,19.1,68.09,24.54,992.73
2023/06/19 18:22:59.457,74,2.94,-17.9,39.4,-14.3,0.076,0.972,-0.030,0.2,20.5,68.09,24.52,992.81
2023/06/19 18:23:00.457,75,2.94,-17.6,37.9,-14.3,0.075,0.972,-0.029,0.3,21.4,68.16,24.51,992.81
2023/06/19 18:23:01.457,76,2.94,-19.0,41.2,-14.3,0.075,0.973,-0.029,0.2,21.0,68.16,24.54,992.78
2023/06/19 18:23:02.457,77,2.94,-17.6,37.6,-12.8,0.076,0.973,-0.030,0.3,18.5,68.09,24.54,992.70
2023/06/19 18:23:03.457,78,2.94,-18.6,39.0,-10.9,0.075,0.972,-0.030,0.2,17.3,68.08,24.54,992.81
2023/06/19 18:23:04.457,79,2.94,-16.1,37.6,-10.6,0.076,0.973,-0.029,0.3,18.9,68.12,24.51,992.76
2023/06/19 18:23:05.457,80,2.94,-18.3,37.6,-13.6,0.074,0.972,-0.030,0.1,19.3,68.13,24.52,992.76
2023/06/19 18:23:06.457,81,2.94,-18.6,36.5,-15.1,0.075,0.972,-0.029,0.2,19.0,68.14,24.52,992.78
2023/06/19 18:23:07.457,82,2.94,-18.3,37.9,-12.8,0.075,0.973,-0.030,0.6,19.7,68.05,24.52,992.83
2023/06/19 18:23:08.457,83,2.94,-19.8,38.7,-13.2,0.075,0.973,-0.030,0.5,19.3,68.16,24.54,992.81
2023/06/19 18:23:09.457,84,2.94,-17.6,39.0,-14.7,0.075,0.973,-0.029,0.2,20.1,68.13,24.52,992.76
2023/06/19 18:23:10.457,85,2.94,-19.0,39.4,-13.9,0.076,0.973,-0.029,0.4,19.4,68.14,24.52,992.78
2023/06/19 18:23:11.457,86,2.94,-18.6,38.3,-10.9,0.076,0.973,-0.030,0.1,23.0,68.15,24.56,992.76
2023/06/19 18:23:12.457,87,2.94,-16.4,36.8,-11.7,0.075,0.972,-0.030,0.1,16.7,68.11,24.52,992.76
2023/06/19 18:23:13.457,88,2.94,-18.6,37.6,-12.1,0.075,0.973,-0.029,0.1,18.2,68.17,24.54,992.70
2023/06/19 18:23:14.457,89,2.94,-17.9,36.8,-9.8,0.076,0.973,-0.029,0.2,20.1,68.12,24.52,992.76
2023/06/19 18:23:15.457,90,2.94,-18.3,38.7,-10.9,0.075,0.972,-0.029,0.0,19.3,68.11,24.52,992.81
2023/06/19 18:23:16.457,91,2.94,-18.3,38.3,-10.6,0.076,0.973,-0.030,0.4,16.0,68.09,24.56,992.81
2023/06/19 18:23:17.457,92,2.94,-18.3,37.6,-11.7,0.075,0.972,-0.028,0.0,21.0,68.10,24.54,992.78
2023/06/19 18:23:18.457,93,2.94,-18.3,38.7,-10.6,0.075,0.973,-0.029,0.4,20.8,68.18,24.56,992.81
2023/06/19 18:23:19.457,94,2.94,-17.9,39.0,-13.6,0.076,0.973,-0.029,0.2,19.5,68.14,24.54,992.81
2023/06/19 18:23:20.457,95,2.94,-18.6,37.6,-14.3,0.075,0.972,-0.030,0.6,19.7,68.17,24.56,992.81
2023/06/19 18:23:21.457,96,2.94,-15.4,36.8,-14.3,0.076,0.973,-0.029,0.3,17.7,68.19,24.54,992.76
2023/06/19 18:23:22.457,97,2.94,-17.9,37.9,-13.2,0.076,0.972,-0.029,0.2,21.0,68.12,24.56,992.81
2023/06/19 18:23:23.457,98,2.94,-18.6,39.4,-15.1,0.076,0.973,-0.029,0.2,20.2,68.16,24.58,992.81
2023/06/19 18:23:24.457,99,2.94,-19.4,38.7,-12.8,0.075,0.972,-0.028,0.2,19.8,68.15,24.56,992.86
2023/06/19 18:23:25.457,100,2.94,-18.3,37.9,-15.4,0.076,0.973,-0.029,0.1,20.1,68.14,24.52,992.83
2023/06/19 18:23:26.457,101,2.94,-18.6,39.4,-11.3,0.076,0.972,-0.027,0.3,18.8,68.14,24.52,992.81
2023/06/19 18:23:27.457,102,2.94,-18.3,38.7,-12.4,0.075,0.972,-0.029,0.3,17.8,68.12,24.56,992.73
2023/06/19 18:23:28.457,103,2.94,-19.0,39.4,-10.9,0.076,0.972,-0.029,0.1,19.7,68.11,24.52,992.76
2023/06/19 18:23:29.457,104,2.94,-17.2,39.0,-13.6,0.076,0.973,-0.029,0.1,21.8,68.13,24.58,992.81
2023/06/19 18:23:30.457,105,2.94,-18.6,37.6,-13.2,0.076,0.973,-0.030,0.1,19.0,68.16,24.56,992.78
2023/06/19 18:23:31.457,106,2.94,-19.0,37.6,-10.9,0.076,0.972,-0.029,0.2,18.2,68.12,24.60,992.78
2023/06/19 18:23:32.457,107,2.94,-18.6,37.6,-11.7,0.076,0.973,-0.028,0.4,21.7,68.08,24.54,992.76
2023/06/19 18:23:33.457,108,2.94,-17.2,37.6,-11.7,0.076,0.972,-0.029,0.4,24.2,68.14,24.56,992.78
2023/06/19 18:23:34.457,109,2.94,-18.6,39.0,-13.2,0.076,0.973,-0.028,0.2,19.7,68.13,24.56,992.76
2023/06/19 18:23:35.457,110,2.94,-17.6,38.3,-12.1,0.076,0.972,-0.029,0.2,20.1,68.13,24.54,992.81
2023/06/19 18:23:36.457,111,2.94,-19.0,38.7,-13.9,0.076,0.973,-0.029,0.1,22.0,68.11,24.54,992.76
2023/06/19 18:23:37.457,112,2.94,-18.3,37.9,-11.3,0.075,0.973,-0.029,0.4,21.4,68.09,24.60,992.81
2023/06/19 18:23:38.457,113,2.94,-19.0,38.3,-11.3,0.076,0.973,-0.029,0.3,20.2,68.08,24.56,992.89
2023/06/19 18:23:39.457,114,2.94,-17.6,37.6,-12.1,0.075,0.973,-0.030,0.0,21.4,68.16,24.54,992.83
2023/06/19 18:23:40.457,115,2.94,-18.3,38.7,-13.9,0.075,0.973,-0.029,0.2,22.0,68.12,24.56,992.78
2023/06/19 18:23:41.457,116,2.94,-17.6,37.6,-11.3,0.075,0.972,-0.030,0.2,18.6,68.09,24.54,992.81
2023/06/19 18:23:42.457,117,2.94,-18.6,37.6,-14.3,0.076,0.973,-0.029,0.2,16.9,68.11,24.58,992.81
2023/06/19 18:23:43.457,118,2.94,-16.8,36.1,-9.4,0.075,0.972,-0.030,0.1,21.4,68.17,24.54,992.81
2023/06/19 18:23:44.457,119,2.94,-19.0,37.2,-13.2,0.076,0.973,-0.030,0.3,20.6,68.10,24.58,992.78
2023/06/19 18:23:45.457,120,2.94,-18.3,37.9,-12.1,0.075,0.972,-0.029,0.2,20.9,68.12,24.56,992.81
2023/06/19 18:23:46.457,121,2.94,-18.6,37.6,-11.7,0.076,0.973,-0.029,0.4,20.2,68.18,24.52,992.83
2023/06/19 18:23:47.457,122,2.94,-17.6,37.9,-13.2,0.076,0.972,-0.030,0.1,22.4,68.21,24.58,992.81
2023/06/19 18:23:48.457,123,2.94,-16.8,38.3,-10.9,0.075,0.973,-0.030,0.2,18.6,68.14,24.56,992.81
2023/06/19 18:23:49.457,124,2.94,-17.2,38.3,-13.2,0.076,0.973,-0.029,0.1,21.0,68.14,24.56,992.78
2023/06/19 18:23:50.457,125,2.94,-18.3,36.1,-13.2,0.075,0.972,-0.029,0.1,20.7,68.17,24.56,992.83
2023/06/19 18:23:51.457,126,2.94,-18.3,38.7,-13.6,0.076,0.973,-0.029,0.2,19.1,68.15,24.56,992.83
2023/06/19 18:23:52.457,127,2.94,-19.4,38.3,-13.2,0.076,0.973,-0.030,0.4,20.6,68.14,24.51,992.83
2023/06/19 18:23:53.457,128,2.94,-19.4,39.1,-9.0,0.076,0.973,-0.029,0.4,22.3,68.14,24.54,992.81
2023/06/19 18:23:54.457,129,2.94,-17.6,37.6,-13.6,0.075,0.973,-0.030,0.1,18.2,68.14,24.54,992.81
2023/06/19 18:23:55.457,130,2.94,-19.8,38.3,-10.2,0.076,0.973,-0.029,0.1,21.2,68.12,24.54,992.83
2023/06/19 18:23:56.457,131,2.94,-17.9,36.8,-10.6,0.076,0.973,-0.028,0.4,18.9,68.20,24.52,992.81
2023/06/19 18:23:57.457,132,2.94,-19.0,39.0,-13.2,0.076,0.973,-0.029,0.1,18.8,68.14,24.52,992.83
2023/06/19 18:23:58.457,133,2.94,-19.0,38.7,-10.9,0.076,0.973,-0.028,0.3,18.3,68.10,24.51,992.86
2023/06/19 18:23:59.457,134,2.94,-17.6,38.3,-13.9,0.076,0.973,-0.028,0.1,20.5,68.16,24.52,992.86
2023/06/19 18:24:00.457,135,2.94,-19.8,38.7,-10.9,0.075,0.972,-0.029,0.4,20.9,68.11,24.52,992.91
2023/06/19 18:24:01.457,136,2.94,-15.8,37.9,-8.6,0.076,0.973,-0.028,0.1,21.7,68.07,24.54,992.86
2023/06/19 18:24:02.457,137,2.94,-17.2,38.3,-13.6,0.075,0.973,-0.029,0.6,20.2,68.18,24.52,992.89
2023/06/19 18:24:03.457,138,2.94,-17.2,37.2,-12.8,0.076,0.972,-0.029,0.1,19.2,68.11,24.51,992.81
2023/06/19 18:24:04.457,139,2.94,-17.9,36.5,-10.2,0.076,0.973,-0.028,0.3,19.7,68.18,24.52,992.89
2023/06/19 18:24:05.457,140,2.94,-19.4,38.3,-11.3,0.076,0.972,-0.029,0.2,20.8,68.18,24.54,992.83
2023/06/19 18:24:06.457,141,2.94,-17.6,39.1,-11.3,0.075,0.972,-0.029,0.1,21.7,68.14,24.52,992.83
2023/06/19 18:24:07.457,142,2.94,-18.6,40.1,-12.8,0.076,0.973,-0.029,0.2,20.7,68.16,24.52,992.81
2023/06/19 18:24:08.457,143,2.94,-17.2,37.9,-10.9,0.075,0.972,-0.029,0.1,19.4,68.12,24.54,992.78
2023/06/19 18:24:09.457,144,2.94,-18.3,38.7,-11.7,0.075,0.973,-0.029,0.2,19.7,68.14,24.58,992.86
2023/06/19 18:24:10.457,145,2.94,-18.3,37.9,-10.9,0.076,0.973,-0.029,0.1,19.3,68.18,24.54,992.81
2023/06/19 18:24:11.457,146,2.94,-18.3,37.2,-11.3,0.076,0.972,-0.029,0.2,18.5,68.14,24.54,992.83
2023/06/19 18:24:12.457,147,2.94,-19.4,37.9,-12.1,0.076,0.973,-0.029,0.3,18.8,68.16,24.58,992.83
2023/06/19 18:24:13.457,148,2.94,-16.4,38.7,-12.4,0.075,0.972,-0.029,0.3,19.3,68.14,24.58,992.81
2023/06/19 18:24:14.457,149,2.94,-18.6,39.0,-14.3,0.076,0.973,-0.029,0.2,21.5,68.14,24.54,992.86
2023/06/19 18:24:15.457,150,2.94,-17.6,39.4,-13.2,0.075,0.973,-0.030,0.0,19.8,68.10,24.58,992.83
2023/06/19 18:24:16.457,151,2.94,-17.6,37.9,-12.8,0.076,0.973,-0.029,0.1,20.7,68.05,24.54,992.83
2023/06/19 18:24:17.457,152,2.94,-17.9,37.2,-12.8,0.075,0.973,-0.029,0.3,22.4,68.11,24.54,992.89
2023/06/19 18:24:18.457,153,2.94,-20.1,39.4,-14.3,0.076,0.972,-0.028,0.1,18.8,68.14,24.54,992.83
2023/06/19 18:24:19.457,154,2.94,-20.1,39.0,-12.8,0.075,0.972,-0.030,0.1,19.7,68.15,24.52,992.78
2023/06/19 18:24:20.457,155,2.94,-17.6,39.8,-12.8,0.076,0.972,-0.029,0.4,20.1,68.14,24.56,992.81
2023/06/19 18:24:21.457,156,2.94,-17.9,39.4,-14.7,0.075,0.972,-0.029,0.4,21.0,68.10,24.54,992.81
2023/06/19 18:24:22.457,157,2.94,-17.6,37.6,-12.8,0.076,0.973,-0.030,0.1,21.7,68.16,24.60,992.86
2023/06/19 18:24:23.457,158,2.94,-18.6,36.8,-10.6,0.076,0.973,-0.029,0.3,19.4,68.14,24.54,992.78
2023/06/19 18:24:24.457,159,2.94,-17.9,37.6,-11.7,0.076,0.973,-0.029,0.2,21.6,68.21,24.58,992.86
2023/06/19 18:24:25.457,160,2.94,-19.4,38.7,-12.4,0.076,0.972,-0.029,0.1,18.8,68.10,24.54,992.81
2023/06/19 18:24:26.457,161,2.94,-20.1,40.1,-10.9,0.076,0.972,-0.030,0.1,20.6,68.15,24.52,992.78
2023/06/19 18:24:27.457,162,2.94,-18.6,39.4,-13.9,0.075,0.972,-0.029,0.0,21.1,68.13,24.58,992.81
2023/06/19 18:24:28.457,163,2.94,-18.3,37.2,-11.3,0.076,0.972,-0.030,0.2,20.6,68.12,24.52,992.89
2023/06/19 18:24:29.457,164,2.94,-17.9,36.8,-13.6,0.076,0.973,-0.028,0.2,21.3,68.12,24.56,992.83
2023/06/19 18:24:30.457,165,2.94,-18.6,36.8,-13.9,0.076,0.972,-0.030,0.1,20.8,68.10,24.58,992.86
2023/06/19 18:24:31.457,166,2.94,-19.0,39.1,-13.9,0.077,0.974,-0.030,0.2,19.4,68.19,24.56,992.81
2023/06/19 18:24:32.457,167,2.94,-18.6,37.9,-10.9,0.075,0.972,-0.029,0.1,20.1,68.12,24.54,992.86
2023/06/19 18:24:33.457,168,2.94,-17.9,39.0,-14.3,0.076,0.972,-0.030,0.3,21.4,68.12,24.56,992.81
2023/06/19 18:24:34.457,169,2.94,-18.3,37.6,-12.1,0.076,0.972,-0.028,0.1,19.7,68.14,24.58,992.86
2023/06/19 18:24:35.457,170,2.94,-17.9,38.7,-15.1,0.076,0.973,-0.029,0.3,21.0,68.13,24.54,992.81
2023/06/19 18:24:36.457,171,2.94,-17.2,37.6,-12.4,0.076,0.973,-0.030,0.1,21.1,68.12,24.52,992.76
2023/06/19 18:24:37.457,172,2.94,-18.3,37.6,-10.9,0.076,0.974,-0.029,0.2,17.4,68.14,24.54,992.83
2023/06/19 18:24:38.457,173,2.94,-19.0,38.7,-13.2,0.076,0.973,-0.029,0.1,19.1,68.18,24.54,992.86
2023/06/19 18:24:39.457,174,2.94,-18.3,39.4,-14.3,0.075,0.973,-0.029,0.2,17.4,68.16,24.56,992.78
2023/06/19 18:24:40.457,175,2.94,-19.4,38.7,-10.6,0.076,0.973,-0.029,0.1,17.4,68.17,24.58,992.86
2023/06/19 18:24:41.457,176,2.94,-19.8,38.3,-11.3,0.075,0.972,-0.030,0.5,20.0,68.16,24.56,992.83
2023/06/19 18:24:42.457,177,2.94,-19.8,37.6,-10.6,0.075,0.973,-0.030,0.4,17.8,68.16,24.56,992.78
2023/06/19 18:24:43.457,178,2.94,-18.6,38.3,-13.6,0.076,0.973,-0.029,0.1,18.2,68.19,24.56,992.86
2023/06/19 18:24:44.457,179,2.94,-18.6,37.9,-15.1,0.075,0.973,-0.029,0.3,17.8,68.17,24.56,992.89
2023/06/19 18:24:45.457,180,2.94,-17.2,40.1,-12.8,0.076,0.972,-0.030,0.2,18.6,68.12,24.54,992.86
2023/06/19 18:24:46.457,181,2.94,-17.2,37.9,-13.2,0.076,0.972,-0.029,0.1,19.9,68.20,24.54,992.78
2023/06/19 18:24:47.457,182,2.94,-16.4,38.3,-13.2,0.076,0.972,-0.030,0.4,16.8,68.11,24.52,992.81
2023/06/19 18:24:48.457,183,2.94,-17.6,37.9,-11.7,0.075,0.972,-0.030,0.5,20.6,68.13,24.56,992.83
2023/06/19 18:24:49.457,184,2.94,-17.9,38.3,-14.3,0.076,0.973,-0.028,0.0,21.1,68.17,24.56,992.83
2023/06/19 18:24:50.457,185,2.94,-19.0,37.6,-10.6,0.076,0.973,-0.030,0.3,20.6,68.13,24.51,992.89
2023/06/19 18:24:51.457,186,2.94,-18.6,38.7,-13.9,0.076,0.972,-0.029,0.5,23.4,68.17,24.56,992.86
2023/06/19 18:24:52.457,187,2.94,-17.9,37.6,-10.6,0.076,0.973,-0.029,0.1,20.7,68.09,24.56,992.83
2023/06/19 18:24:53.447,188,2.94,-16.4,37.9,-9.8,0.076,0.973,-0.030,0.6,19.2,68.17,24.52,992.86
2023/06/19 18:24:54.437,189,2.94,-18.3,39.4,-14.3,0.076,0.973,-0.029,0.0,19.4,68.19,24.54,992.81
2023/06/19 18:24:55.427,190,2.94,-17.6,39.0,-13.9,0.075,0.972,-0.029,0.1,19.7,68.18,24.56,992.83
2023/06/19 18:24:56.417,191,2.94,-18.3,37.9,-14.3,0.075,0.972,-0.028,0.2,19.0,68.11,24.56,992.83
2023/06/19 18:24:57.407,192,2.94,-18.6,39.8,-13.2,0.075,0.972,-0.029,0.1,19.7,68.16,24.56,992.83
2023/06/19 18:24:58.397,193,2.94,-19.4,36.8,-12.4,0.076,0.972,-0.030,0.1,19.5,68.14,24.56,992.83
2023/06/19 18:24:59.387,194,2.94,-18.3,36.5,-10.9,0.076,0.972,-0.029,0.0,19.5,68.16,24.56,992.89
2023/06/19 18:25:00.377,195,2.94,-20.1,38.7,-11.3,0.076,0.973,-0.028,0.2,20.1,68.12,24.52,992.81
2023/06/19 18:25:01.367,196,2.94,-17.9,36.1,-13.2,0.076,0.973,-0.028,0.1,17.8,68.12,24.56,992.86
2023/06/19 18:25:02.357,197,2.94,-17.2,37.6,-15.4,0.076,0.973,-0.028,0.5,22.5,68.11,24.56,992.81
2023/06/19 18:25:03.347,198,2.94,-18.3,38.3,-9.8,0.076,0.972,-0.029,0.1,18.2,68.14,24.58,992.83
2023/06/19 18:25:04.337,199,2.94,-18.6,37.6,-15.1,0.076,0.972,-0.028,0.2,18.0,68.10,24.52,992.83
2023/06/19 18:25:05.327,200,2.94,-17.9,38.7,-11.3,0.076,0.973,-0.029,0.1,18.2,68.14,24.54,992.86
2023/06/19 18:25:06.317,201,2.94,-19.8,36.5,-11.3,0.076,0.973,-0.029,0.1,18.6,68.13,24.58,992.83
2023/06/19 18:25:07.307,202,2.94,-17.9,37.6,-14.7,0.076,0.972,-0.030,0.0,17.9,68.12,24.56,992.83
2023/06/19 18:25:08.297,203,2.94,-18.3,37.6,-15.4,0.075,0.972,-0.029,0.1,21.3,68.12,24.56,992.81
2023/06/19 18:25:09.287,204,2.94,-17.2,37.2,-12.8,0.076,0.973,-0.029,0.1,19.7,68.16,24.52,992.86
2023/06/19 18:25:10.277,205,2.94,-17.2,39.0,-10.9,0.076,0.973,-0.029,0.0,18.0,68.17,24.58,992.81
2023/06/19 18:25:11.267,206,2.94,-18.6,38.7,-12.4,0.075,0.972,-0.030,0.1,20.7,68.13,24.54,992.78
2023/06/19 18:25:12.257,207,2.94,-18.3,38.3,-14.3,0.076,0.973,-0.030,0.1,19.9,68.16,24.54,992.81
2023/06/19 18:25:13.247,208,2.94,-18.6,36.5,-10.6,0.076,0.973,-0.029,0.0,19.4,68.11,24.52,992.83
2023/06/19 18:25:14.237,209,2.94,-16.8,37.9,-12.4,0.076,0.973,-0.028,0.2,19.2,68.12,24.56,992.83
2023/06/19 18:25:15.227,210,2.94,-18.3,36.5,-12.4,0.076,0.973,-0.028,0.1,19.1,68.12,24.58,992.83
2023/06/19 18:25:16.217,211,2.94,-18.6,36.8,-11.7,0.076,0.973,-0.029,0.2,19.4,68.12,24.54,992.89
2023/06/19 18:25:17.207,212,2.94,-17.6,38.7,-12.1,0.076,0.972,-0.029,0.0,17.7,68.12,24.58,992.83
2023/06/19 18:25:18.197,213,2.94,-17.2,39.8,-10.2,0.076,0.973,-0.029,0.2,18.7,68.13,24.54,992.81
2023/06/19 18:25:19.187,214,2.94,-20.1,39.1,-12.8,0.076,0.973,-0.028,0.3,19.5,68.12,24.56,992.86
