Time,Index,Battery,Mag_X[uT],Mag_Y[uT],Mag_Z[uT],Acc_X[G],Acc_Y[G],Acc_Z[G],UV INDEX,AmbientLight[Lx],Humidity[%RH],Temperature[degC],Pressure[hPa]
2023/06/19 18:36:24.507,112,2.94,-16.1,37.2,-11.3,0.075,0.973,-0.029,0.1,16.9,68.67,24.60,992.99
2023/06/19 18:36:25.507,113,2.94,-18.6,36.5,-14.3,0.075,0.973,-0.029,0.1,20.7,68.67,24.62,993.07
2023/06/19 18:36:26.507,114,2.94,-19.0,40.1,-10.6,0.075,0.973,-0.029,0.2,20.0,68.71,24.62,992.97
2023/06/19 18:36:27.507,115,2.94,-17.2,38.3,-14.3,0.075,0.973,-0.029,0.1,20.2,68.61,24.64,993.07
2023/06/19 18:36:28.507,116,2.94,-19.4,38.3,-16.2,0.075,0.973,-0.029,0.3,18.1,68.69,24.60,993.02
2023/06/19 18:36:29.507,117,2.94,-17.6,37.9,-12.1,0.075,0.972,-0.029,0.2,19.8,68.67,24.62,992.99
2023/06/19 18:36:30.507,118,2.94,-17.6,38.3,-13.6,0.075,0.973,-0.029,0.1,19.7,68.64,24.58,993.04
2023/06/19 18:36:31.507,119,2.94,-17.9,38.3,-14.3,0.074,0.973,-0.030,1.0,21.7,68.74,24.58,993.04
2023/06/19 18:36:32.507,120,2.94,-17.2,38.3,-11.7,0.075,0.972,-0.029,0.4,20.0,68.75,24.64,992.97
2023/06/19 18:36:33.507,121,2.94,-18.3,38.3,-14.3,0.074,0.972,-0.030,0.2,19.4,68.72,24.60,993.07
2023/06/19 18:36:34.507,122,2.94,-18.6,37.2,-11.3,0.074,0.973,-0.029,0.1,21.7,68.73,24.62,993.07
2023/06/19 18:36:35.507,123,2.94,-19.4,37.6,-13.2,0.074,0.973,-0.030,0.2,19.7,68.60,24.54,992.99
2023/06/19 18:36:36.507,124,2.94,-19.0,36.5,-12.1,0.074,0.973,-0.029,0.5,19.0,68.68,24.58,993.04
2023/06/19 18:36:37.507,125,2.94,-19.4,37.9,-11.7,0.075,0.973,-0.029,0.3,19.7,68.65,24.58,993.02
2023/06/19 18:36:38.507,126,2.94,-17.6,38.3,-15.8,0.075,0.972,-0.029,0.1,24.1,68.69,24.62,992.97
2023/06/19 18:36:39.507,127,2.94,-18.3,38.7,-13.9,0.075,0.973,-0.029,0.2,20.6,68.67,24.60,993.02
2023/06/19 18:36:40.507,128,2.94,-18.3,36.8,-15.1,0.075,0.974,-0.029,0.4,20.4,68.64,24.60,993.04
2023/06/19 18:36:41.507,129,2.94,-18.6,38.7,-9.4,0.075,0.973,-0.029,0.0,19.2,68.70,24.58,993.10
2023/06/19 18:36:42.507,130,2.94,-18.3,39.4,-14.3,0.075,0.973,-0.029,0.0,24.0,68.65,24.62,993.04
2023/06/19 18:36:43.507,131,2.94,-17.9,35.8,-10.6,0.075,0.973,-0.028,0.1,19.0,68.67,24.58,993.04
2023/06/19 18:36:44.507,132,2.94,-18.3,36.8,-10.9,0.075,0.973,-0.029,0.1,19.0,68.71,24.56,993.04
2023/06/19 18:36:45.507,133,2.94,-19.4,37.9,-12.4,0.074,0.973,-0.029,0.5,16.4,68.64,24.58,993.07
2023/06/19 18:36:46.507,134,2.94,-18.3,36.8,-10.2,0.075,0.972,-0.028,0.1,17.9,68.63,24.58,993.15
2023/06/19 18:36:47.507,135,2.94,-18.6,39.4,-13.2,0.075,0.973,-0.029,0.3,17.8,68.67,24.60,993.04
2023/06/19 18:36:48.507,136,2.94,-17.6,37.9,-12.1,0.075,0.973,-0.028,0.1,20.0,68.63,24.58,993.02
2023/06/19 18:36:49.507,137,2.94,-18.3,38.3,-12.1,0.075,0.973,-0.028,0.0,17.4,68.74,24.60,993.02
2023/06/19 18:36:50.507,138,2.94,-17.2,37.9,-15.8,0.075,0.973,-0.028,0.0,19.4,68.68,24.56,993.02
2023/06/19 18:36:51.507,139,2.94,-19.0,38.3,-13.9,0.074,0.973,-0.030,0.0,21.0,68.71,24.60,993.07
2023/06/19 18:36:52.507,140,2.94,-18.3,39.0,-11.7,0.075,0.973,-0.028,0.3,21.8,68.71,24.58,992.99
2023/06/19 18:36:53.507,141,2.94,-19.0,37.2,-11.3,0.075,0.973,-0.030,0.1,19.4,68.76,24.62,993.18
2023/06/19 18:36:54.507,142,2.94,-17.2,38.3,-13.2,0.075,0.973,-0.029,0.4,20.6,68.72,24.62,993.04
2023/06/19 18:36:55.507,143,2.94,-19.0,37.6,-13.2,0.075,0.973,-0.029,0.1,21.1,68.66,24.62,993.04
2023/06/19 18:36:56.507,144,2.94,-17.9,38.3,-9.0,0.075,0.974,-0.029,0.1,23.0,68.70,24.62,993.04
2023/06/19 18:36:57.507,145,2.94,-18.6,37.6,-12.1,0.075,0.973,-0.029,0.1,20.2,68.72,24.60,993.12
2023/06/19 18:36:58.507,146,2.94,-18.3,37.2,-11.3,0.075,0.973,-0.028,0.4,22.5,68.66,24.58,993.04
2023/06/19 18:36:59.507,147,2.94,-19.0,38.3,-12.4,0.075,0.973,-0.029,0.3,20.1,68.70,24.54,993.12
2023/06/19 18:37:00.507,148,2.94,-19.8,38.7,-10.9,0.075,0.972,-0.029,0.6,20.6,68.66,24.56,993.07
2023/06/19 18:37:01.507,149,2.94,-18.6,39.0,-11.3,0.075,0.972,-0.029,0.2,21.7,68.67,24.58,993.18
2023/06/19 18:37:02.507,150,2.94,-17.9,39.4,-12.8,0.075,0.973,-0.028,0.1,20.2,68.66,24.58,993.15
2023/06/19 18:37:03.507,151,2.94,-18.6,39.4,-12.1,0.075,0.973,-0.029,0.2,20.7,68.65,24.56,993.07
2023/06/19 18:37:04.507,152,2.94,-19.0,38.7,-12.1,0.075,0.973,-0.029,0.6,18.9,68.71,24.60,993.15
2023/06/19 18:37:05.507,153,2.94,-16.8,37.9,-12.8,0.075,0.973,-0.029,0.5,21.2,68.59,24.56,993.12
2023/06/19 18:37:06.507,154,2.94,-17.9,37.6,-11.7,0.075,0.973,-0.030,0.5,20.7,68.67,24.56,993.12
2023/06/19 18:37:07.507,155,2.94,-17.9,38.3,-13.2,0.075,0.973,-0.030,0.3,21.8,68.64,24.58,993.12
2023/06/19 18:37:08.507,156,2.94,-18.3,37.6,-10.9,0.075,0.973,-0.029,0.2,18.2,68.73,24.62,993.15
2023/06/19 18:37:09.507,157,2.94,-18.6,40.5,-16.6,0.075,0.973,-0.029,0.0,21.2,68.62,24.60,993.12
2023/06/19 18:37:10.507,158,2.94,-17.2,38.3,-12.4,0.075,0.973,-0.030,0.2,20.2,68.69,24.60,993.07
2023/06/19 18:37:11.507,159,2.94,-20.5,38.3,-13.6,0.074,0.973,-0.030,0.3,21.1,68.66,24.60,993.02
2023/06/19 18:37:12.507,160,2.94,-18.3,37.9,-13.2,0.075,0.973,-0.029,0.5,22.2,68.66,24.62,993.07
2023/06/19 18:37:13.507,161,2.94,-19.4,37.6,-11.3,0.075,0.973,-0.029,0.2,19.6,68.61,24.60,993.04
2023/06/19 18:37:14.507,162,2.94,-16.8,38.3,-14.7,0.075,0.974,-0.030,0.3,18.2,68.66,24.64,993.07
2023/06/19 18:37:15.507,163,2.94,-17.9,39.4,-13.2,0.075,0.973,-0.029,0.1,20.1,68.68,24.58,993.02
2023/06/19 18:37:16.507,164,2.94,-18.3,38.3,-13.2,0.075,0.972,-0.029,0.6,18.8,68.64,24.60,993.07
2023/06/19 18:37:17.507,165,2.94,-17.6,36.5,-10.6,0.075,0.973,-0.029,0.2,21.4,68.68,24.60,993.07
2023/06/19 18:37:18.507,166,2.94,-18.6,36.5,-12.8,0.074,0.973,-0.029,0.1,16.9,68.71,24.60,993.12
2023/06/19 18:37:19.507,167,2.94,-18.6,36.1,-11.3,0.075,0.973,-0.030,0.2,16.6,68.69,24.58,993.12
2023/06/19 18:37:20.507,168,2.94,-18.3,39.1,-11.7,0.075,0.973,-0.029,0.2,17.2,68.65,24.58,993.18
2023/06/19 18:37:21.507,169,2.94,-18.3,38.7,-13.2,0.075,0.974,-0.028,0.1,22.2,68.63,24.58,993.04
2023/06/19 18:37:22.507,170,2.94,-16.1,37.2,-10.2,0.075,0.973,-0.029,0.6,19.1,68.73,24.64,993.12
2023/06/19 18:37:23.507,171,2.94,-19.0,37.6,-14.3,0.075,0.973,-0.029,0.6,20.8,68.69,24.58,993.07
2023/06/19 18:37:24.507,172,2.94,-17.9,37.9,-13.6,0.075,0.973,-0.029,0.6,20.1,68.64,24.58,993.07
2023/06/19 18:37:25.507,173,2.94,-18.3,37.6,-15.4,0.074,0.973,-0.028,0.0,21.0,68.65,24.60,993.04
2023/06/19 18:37:26.507,174,2.94,-19.0,39.4,-13.6,0.076,0.973,-0.029,0.1,20.0,68.61,24.56,993.04
2023/06/19 18:37:27.507,175,2.94,-17.2,38.7,-18.1,0.074,0.973,-0.029,0.1,20.2,68.62,24.56,993.10
2023/06/19 18:37:28.507,176,2.94,-17.6,36.8,-14.3,0.075,0.973,-0.029,0.1,19.3,68.64,24.60,993.02
2023/06/19 18:37:29.507,177,2.94,-17.2,37.2,-13.2,0.074,0.972,-0.029,0.1,19.1,68.61,24.54,993.02
2023/06/19 18:37:30.507,178,2.94,-18.6,38.3,-13.6,0.075,0.973,-0.029,0.2,19.9,68.60,24.58,993.05
2023/06/19 18:37:31.507,179,2.94,-19.4,39.8,-13.2,0.075,0.973,-0.028,0.5,20.1,68.62,24.60,993.04
2023/06/19 18:37:32.507,180,2.94,-17.6,38.3,-13.6,0.075,0.973,-0.029,0.3,18.2,68.62,24.58,993.12
2023/06/19 18:37:33.507,181,2.94,-17.6,36.8,-10.6,0.075,0.973,-0.028,0.4,17.4,68.71,24.64,993.02
2023/06/19 18:37:34.507,182,2.94,-20.1,36.8,-12.1,0.075,0.973,-0.029,0.2,18.2,68.63,24.60,993.15
2023/06/19 18:37:35.507,183,2.94,-18.3,38.3,-12.1,0.075,0.972,-0.029,0.1,19.7,68.72,24.60,993.02
2023/06/19 18:37:36.497,184,2.94,-17.9,39.4,-12.1,0.075,0.973,-0.029,0.2,19.5,68.66,24.62,992.99
2023/06/19 18:37:37.487,185,2.94,-17.9,39.0,-14.7,0.075,0.973,-0.029,0.2,18.6,68.66,24.60,993.07
2023/06/19 18:37:38.477,186,2.94,-18.3,36.8,-10.2,0.074,0.972,-0.029,0.1,21.0,68.66,24.60,993.02
2023/06/19 18:37:39.467,187,2.94,-18.6,37.6,-11.3,0.075,0.973,-0.030,0.2,18.2,68.63,24.60,993.07
2023/06/19 18:37:40.457,188,2.94,-19.4,38.7,-12.4,0.075,0.972,-0.030,0.4,18.2,68.65,24.60,993.15
2023/06/19 18:37:41.447,189,2.94,-17.6,39.4,-12.8,0.075,0.972,-0.029,0.1,18.2,68.60,24.60,993.10
2023/06/19 18:37:42.437,190,2.94,-18.3,39.0,-10.9,0.075,0.973,-0.029,0.0,20.5,68.65,24.62,993.04
2023/06/19 18:37:43.427,191,2.94,-18.6,36.8,-13.2,0.075,0.973,-0.029,0.2,20.6,68.65,24.64,993.02
2023/06/19 18:37:44.417,192,2.94,-16.1,39.0,-12.8,0.076,0.974,-0.029,0.2,18.4,68.70,24.62,993.02
2023/06/19 18:37:45.407,193,2.94,-17.9,38.3,-11.7,0.075,0.974,-0.028,0.1,21.1,68.68,24.62,993.07
2023/06/19 18:37:46.397,194,2.94,-19.0,38.7,-12.8,0.075,0.973,-0.030,0.1,21.5,68.62,24.60,993.02
2023/06/19 18:37:47.387,195,2.94,-17.9,37.9,-10.9,0.075,0.973,-0.028,0.4,18.2,68.62,24.62,993.10
2023/06/19 18:37:48.377,196,2.94,-20.1,38.7,-12.1,0.075,0.973,-0.029,0.2,19.8,68.66,24.64,992.99
2023/06/19 18:37:49.367,197,2.94,-16.8,37.2,-12.1,0.075,0.972,-0.029,0.2,19.8,68.68,24.60,993.12
2023/06/19 18:37:50.357,198,2.94,-19.0,37.9,-10.9,0.075,0.973,-0.029,0.1,18.7,68.67,24.60,993.05
2023/06/19 18:37:51.347,199,2.94,-17.9,38.3,-12.4,0.075,0.973,-0.030,0.0,17.4,68.65,24.58,993.18
2023/06/19 18:37:52.337,200,2.94,-19.0,37.6,-12.4,0.075,0.973,-0.028,0.3,19.5,68.66,24.54,993.04
2023/06/19 18:37:53.327,201,2.94,-18.3,37.6,-12.4,0.075,0.974,-0.028,0.4,19.8,68.68,24.58,993.07
2023/06/19 18:37:54.317,202,2.94,-19.4,36.8,-13.2,0.075,0.974,-0.029,0.2,21.8,68.67,24.60,993.07
2023/06/19 18:37:55.307,203,2.94,-16.8,37.2,-11.7,0.074,0.973,-0.030,0.1,18.7,68.65,24.58,993.05
2023/06/19 18:37:56.297,204,2.94,-18.6,37.9,-9.4,0.075,0.972,-0.030,0.5,18.6,68.63,24.60,993.04
2023/06/19 18:37:57.287,205,2.94,-18.6,37.9,-9.0,0.074,0.973,-0.030,0.1,21.8,68.66,24.58,993.07
2023/06/19 18:37:58.277,206,2.94,-17.9,36.1,-13.6,0.075,0.973,-0.029,0.1,21.0,68.65,24.64,993.02
2023/06/19 18:37:59.267,207,2.94,-17.2,38.3,-12.1,0.074,0.973,-0.029,0.1,19.7,68.61,24.60,993.10
2023/06/19 18:38:00.257,208,2.94,-17.9,38.7,-13.2,0.075,0.973,-0.029,0.4,18.7,68.70,24.60,993.10
2023/06/19 18:38:01.247,209,2.94,-18.3,37.9,-14.3,0.074,0.973,-0.029,0.1,20.2,68.68,24.62,993.04
2023/06/19 18:38:02.237,210,2.94,-17.9,37.2,-13.6,0.074,0.972,-0.028,0.7,22.0,68.71,24.62,993.18
2023/06/19 18:38:03.227,211,2.94,-16.8,37.6,-13.9,0.075,0.972,-0.029,0.8,20.2,68.64,24.60,993.02
2023/06/19 18:38:04.217,212,2.94,-16.8,39.0,-10.6,0.075,0.972,-0.030,0.1,19.7,68.68,24.56,993.10
2023/06/19 18:38:05.207,213,2.94,-19.0,40.1,-10.2,0.074,0.973,-0.029,0.4,19.7,68.71,24.58,993.15
2023/06/19 18:38:06.207,214,2.94,-17.6,38.7,-13.6,0.075,0.973,-0.029,0.1,18.4,68.65,24.60,993.04
2023/06/19 18:38:07.207,215,2.94,-17.9,37.6,-12.8,0.075,0.973,-0.029,0.1,19.5,68.70,24.56,993.02
2023/06/19 18:38:08.207,216,2.94,-18.3,39.4,-13.9,0.074,0.973,-0.029,0.0,19.4,68.69,24.60,993.12
2023/06/19 18:38:09.207,217,2.94,-19.0,37.2,-14.3,0.075,0.973,-0.030,0.2,19.6,68.63,24.58,993.05
2023/06/19 18:38:10.207,218,2.94,-18.6,37.6,-13.9,0.074,0.973,-0.029,0.1,16.6,68.67,24.60,993.10
2023/06/19 18:38:11.207,219,2.94,-19.0,38.3,-11.7,0.074,0.973,-0.029,0.1,19.9,68.70,24.56,993.07
2023/06/19 18:38:12.207,220,2.94,-16.4,39.0,-12.1,0.075,0.973,-0.030,0.1,20.9,68.68,24.60,993.15
2023/06/19 18:38:13.207,221,2.94,-18.3,38.3,-14.3,0.075,0.973,-0.029,0.6,20.6,68.70,24.58,993.02
2023/06/19 18:38:14.207,222,2.94,-18.6,38.7,-13.6,0.075,0.973,-0.029,0.4,19.3,68.67,24.62,993.12
2023/06/19 18:38:15.207,223,2.94,-19.8,37.9,-11.7,0.075,0.973,-0.028,0.3,19.4,68.61,24.60,993.04
2023/06/19 18:38:16.207,224,2.94,-19.0,36.5,-9.4,0.074,0.973,-0.029,0.3,18.8,68.67,24.58,993.07
2023/06/19 18:38:17.207,225,2.94,-17.6,38.7,-10.9,0.075,0.974,-0.029,0.1,19.9,68.70,24.60,993.04
2023/06/19 18:38:18.207,226,2.94,-17.9,37.6,-12.1,0.075,0.972,-0.029,0.1,20.4,68.69,24.54,993.10
2023/06/19 18:38:19.207,227,2.94,-18.6,38.7,-14.3,0.075,0.973,-0.029,0.2,21.4,68.67,24.58,993.05
2023/06/19 18:38:20.207,228,2.94,-17.2,38.3,-13.9,0.074,0.973,-0.029,0.1,18.7,68.62,24.60,993.12
2023/06/19 18:38:21.207,229,2.94,-18.6,37.2,-10.9,0.075,0.973,-0.029,0.6,19.6,68.70,24.60,993.04
2023/06/19 18:38:22.207,230,2.94,-18.6,36.5,-10.2,0.075,0.973,-0.029,0.4,18.8,68.66,24.58,993.02
2023/06/19 18:38:23.207,231,2.94,-17.6,37.2,-12.1,0.075,0.973,-0.029,0.0,19.7,68.66,24.60,993.10
2023/06/19 18:38:24.207,232,2.94,-17.2,36.8,-13.6,0.075,0.973,-0.029,0.0,19.6,68.72,24.62,993.15
2023/06/19 18:38:25.207,233,2.94,-18.6,36.5,-11.3,0.074,0.973,-0.029,0.3,21.3,68.68,24.56,993.15
2023/06/19 18:38:26.207,234,2.94,-18.3,39.4,-10.2,0.075,0.972,-0.029,0.2,19.8,68.64,24.60,993.04
2023/06/19 18:38:27.207,235,2.94,-17.6,38.7,-11.7,0.075,0.973,-0.029,0.4,19.7,68.63,24.60,993.12
2023/06/19 18:38:28.207,236,2.94,-19.4,38.7,-9.8,0.074,0.974,-0.030,0.2,20.7,68.67,24.62,993.15
2023/06/19 18:38:29.207,237,2.94,-19.4,37.9,-13.2,0.074,0.973,-0.029,0.1,21.3,68.63,24.62,993.10
2023/06/19 18:38:30.207,238,2.94,-17.2,37.9,-13.6,0.075,0.974,-0.028,0.2,20.1,68.63,24.62,993.10
2023/06/19 18:38:31.207,239,2.94,-19.8,37.9,-15.1,0.075,0.973,-0.029,0.1,18.1,68.67,24.62,993.18
2023/06/19 18:38:32.207,240,2.94,-17.6,38.3,-12.4,0.075,0.973,-0.029,0.2,20.6,68.62,24.58,993.02
2023/06/19 18:38:33.207,241,2.94,-19.0,37.9,-14.3,0.074,0.973,-0.029,0.2,18.7,68.66,24.56,993.10
2023/06/19 18:38:34.207,242,2.94,-18.6,38.7,-9.4,0.075,0.973,-0.030,0.5,21.9,68.71,24.60,993.15
2023/06/19 18:38:35.207,243,2.94,-19.4,36.8,-12.1,0.074,0.973,-0.028,0.4,17.3,68.65,24.62,993.18
2023/06/19 18:38:36.207,244,2.94,-18.6,38.3,-13.2,0.075,0.973,-0.029,0.0,19.9,68.64,24.60,993.15
2023/06/19 18:38:37.207,245,2.94,-17.9,38.7,-12.8,0.075,0.973,-0.029,0.1,19.3,68.67,24.66,993.12
2023/06/19 18:38:38.207,246,2.94,-17.9,38.7,-10.2,0.074,0.973,-0.029,0.2,21.1,68.67,24.58,993.12
2023/06/19 18:38:39.207,247,2.94,-17.6,40.5,-12.1,0.074,0.973,-0.030,0.6,21.4,68.66,24.56,993.10
2023/06/19 18:38:40.207,248,2.94,-18.3,37.6,-12.8,0.075,0.973,-0.030,0.3,20.7,68.67,24.56,993.15
2023/06/19 18:38:41.207,249,2.94,-18.6,38.3,-11.3,0.074,0.972,-0.029,0.2,19.3,68.67,24.60,993.04
2023/06/19 18:38:42.207,250,2.94,-19.4,37.9,-11.3,0.075,0.972,-0.030,0.2,18.6,68.65,24.56,993.15
2023/06/19 18:38:43.207,251,2.94,-17.2,37.9,-12.1,0.075,0.973,-0.029,0.2,19.5,68.59,24.60,993.12
2023/06/19 18:38:44.207,252,2.94,-17.6,36.1,-12.1,0.074,0.972,-0.030,0.1,20.7,68.68,24.58,993.12
2023/06/19 18:38:45.207,253,2.94,-18.3,36.5,-13.2,0.075,0.973,-0.029,0.1,20.4,68.63,24.60,993.18
2023/06/19 18:38:46.207,254,2.94,-19.0,40.1,-12.1,0.074,0.973,-0.030,0.2,19.6,68.64,24.60,993.12
2023/06/19 18:38:47.207,255,2.94,-17.6,39.4,-13.6,0.075,0.973,-0.030,0.0,20.9,68.68,24.58,993.12
2023/06/19 18:38:48.207,0,2.94,-17.9,39.4,-10.6,0.074,0.973,-0.029,0.3,20.7,68.66,24.60,993.15
2023/06/19 18:38:49.207,1,2.94,-18.3,38.7,-11.3,0.075,0.973,-0.029,0.1,19.3,68.71,24.62,993.15
2023/06/19 18:38:50.207,2,2.94,-17.6,39.8,-13.9,0.075,0.973,-0.029,0.1,20.6,68.63,24.60,993.12
2023/06/19 18:38:51.207,3,2.94,-19.0,38.7,-13.2,0.074,0.973,-0.029,0.2,20.6,68.64,24.58,993.10
2023/06/19 18:38:52.207,4,2.94,-17.9,38.3,-12.1,0.075,0.973,-0.029,0.4,20.2,68.65,24.60,993.10
2023/06/19 18:38:53.207,5,2.94,-18.3,38.3,-11.7,0.074,0.973,-0.029,0.2,18.0,68.69,24.58,993.10
2023/06/19 18:38:54.207,6,2.94,-18.3,37.9,-12.1,0.074,0.973,-0.030,0.2,20.6,68.65,24.56,993.15
2023/06/19 18:38:55.207,7,2.94,-19.0,37.9,-13.9,0.074,0.972,-0.029,0.0,22.5,68.66,24.62,993.15
2023/06/19 18:38:56.207,8,2.94,-17.9,39.0,-13.2,0.075,0.973,-0.029,0.3,19.4,68.65,24.62,993.15
2023/06/19 18:38:57.207,9,2.94,-18.3,36.1,-12.8,0.074,0.973,-0.029,0.2,20.1,68.63,24.60,993.10
2023/06/19 18:38:58.207,10,2.94,-18.3,37.2,-13.9,0.074,0.972,-0.030,0.4,21.0,68.65,24.56,993.15
2023/06/19 18:38:59.207,11,2.94,-18.3,38.7,-8.2,0.075,0.973,-0.029,0.2,19.1,68.63,24.58,993.12
2023/06/19 18:39:00.207,12,2.94,-18.3,38.3,-12.8,0.074,0.973,-0.029,0.1,21.5,68.64,24.60,993.18
2023/06/19 18:39:01.207,13,2.94,-17.9,37.6,-12.1,0.075,0.974,-0.029,0.1,22.0,68.61,24.58,993.05
2023/06/19 18:39:02.207,14,2.94,-18.3,37.2,-12.1,0.075,0.972,-0.030,0.1,17.3,68.67,24.54,993.10
2023/06/19 18:39:03.207,15,2.94,-17.6,38.3,-10.9,0.075,0.973,-0.029,0.4,19.1,68.66,24.60,993.15
2023/06/19 18:39:04.207,16,2.94,-17.9,39.1,-12.8,0.076,0.973,-0.029,0.2,21.4,68.70,24.60,993.15
2023/06/19 18:39:05.207,17,2.94,-18.3,38.7,-12.1,0.075,0.973,-0.030,0.5,18.4,68.63,24.60,993.10
2023/06/19 18:39:06.207,18,2.94,-18.6,37.9,-12.4,0.075,0.972,-0.030,0.3,19.4,68.65,24.56,993.12
2023/06/19 18:39:07.207,19,2.94,-17.9,37.6,-12.1,0.075,0.973,-0.029,0.1,17.4,68.65,24.62,993.20
2023/06/19 18:39:08.207,20,2.94,-18.6,37.9,-13.6,0.074,0.973,-0.029,0.1,20.1,68.64,24.60,993.10
2023/06/19 18:39:09.207,21,2.94,-19.0,38.7,-13.9,0.074,0.972,-0.029,0.2,19.4,68.64,24.60,993.12
2023/06/19 18:39:10.207,22,2.94,-18.3,37.9,-12.8,0.075,0.972,-0.030,0.4,21.4,68.63,24.60,993.15
2023/06/19 18:39:11.207,23,2.94,-17.2,39.0,-13.9,0.074,0.974,-0.029,0.2,20.1,68.64,24.58,993.15
2023/06/19 18:39:12.207,24,2.94,-18.6,37.2,-12.1,0.075,0.973,-0.029,0.3,22.0,68.62,24.60,993.12
2023/06/19 18:39:13.207,25,2.94,-18.3,37.2,-12.1,0.075,0.973,-0.030,0.6,20.7,68.60,24.58,993.05
2023/06/19 18:39:14.207,26,2.94,-17.2,36.5,-12.8,0.075,0.973,-0.028,0.6,18.3,68.61,24.60,993.10
2023/06/19 18:39:15.207,27,2.94,-17.9,35.4,-12.1,0.074,0.973,-0.028,0.0,15.2,68.64,24.56,993.15
2023/06/19 18:39:16.207,28,2.94,-19.8,38.3,-15.4,0.075,0.973,-0.029,0.1,19.4,68.61,24.58,993.12
2023/06/19 18:39:17.207,29,2.94,-18.3,36.8,-13.6,0.074,0.973,-0.030,0.0,18.0,68.61,24.60,993.04
2023/06/19 18:39:18.207,30,2.94,-19.4,36.8,-13.9,0.074,0.973,-0.030,0.2,22.1,68.72,24.60,993.12
2023/06/19 18:39:19.207,31,2.94,-17.6,37.6,-13.6,0.074,0.972,-0.030,0.1,18.6,68.58,24.62,993.18
2023/06/19 18:39:20.207,32,2.94,-19.0,37.9,-14.7,0.075,0.973,-0.029,0.0,17.1,68.61,24.56,993.05
2023/06/19 18:39:21.207,33,2.94,-17.6,37.9,-13.2,0.075,0.972,-0.030,0.1,18.7,68.69,24.56,993.12
2023/06/19 18:39:22.207,34,2.94,-18.6,39.0,-12.1,0.074,0.973,-0.030,0.2,20.6,68.62,24.62,993.12
2023/06/19 18:39:23.207,35,2.94,-17.9,36.8,-12.4,0.076,0.973,-0.029,0.0,19.4,68.62,24.58,993.10
2023/06/19 18:39:24.207,36,2.94,-18.3,36.1,-14.7,0.075,0.973,-0.030,0.2,18.8,68.65,24.60,993.10
2023/06/19 18:39:25.207,37,2.94,-19.0,38.7,-14.3,0.075,0.973,-0.029,0.1,19.0,68.65,24.60,993.12
2023/06/19 18:39:26.207,38,2.94,-17.9,37.2,-14.3,0.074,0.973,-0.029,0.2,21.1,68.66,24.58,993.05
2023/06/19 18:39:27.207,39,2.94,-19.8,37.2,-13.9,0.075,0.973,-0.028,0.2,20.7,68.68,24.54,993.07
2023/06/19 18:39:28.207,40,2.94,-18.6,38.7,-13.6,0.074,0.972,-0.030,0.1,19.7,68.59,24.56,993.12
2023/06/19 18:39:29.207,41,2.94,-19.8,37.9,-10.6,0.075,0.973,-0.030,0.1,21.1,68.68,24.58,993.10
2023/06/19 18:39:30.207,42,2.94,-18.3,37.6,-13.6,0.075,0.973,-0.028,0.1,18.3,68.66,24.58,993.10
2023/06/19 18:39:31.207,43,2.94,-18.6,39.4,-12.8,0.075,0.972,-0.030,0.0,18.6,68.60,24.60,993.15
2023/06/19 18:39:32.207,44,2.94,-19.0,37.6,-10.9,0.075,0.974,-0.028,0.2,19.8,68.67,24.60,993.02
2023/06/19 18:39:33.207,45,2.94,-18.6,36.5,-10.2,0.075,0.974,-0.028,0.0,19.0,68.68,24.62,993.10
2023/06/19 18:39:34.207,46,2.94,-16.8,38.3,-12.8,0.075,0.973,-0.028,0.2,20.7,68.61,24.60,993.12
2023/06/19 18:39:35.207,47,2.94,-17.9,37.6,-9.8,0.075,0.972,-0.029,0.0,18.3,68.60,24.56,993.18
2023/06/19 18:39:36.207,48,2.94,-18.3,36.5,-15.8,0.075,0.973,-0.029,0.1,20.6,68.65,24.62,993.05
2023/06/19 18:39:37.207,49,2.94,-18.6,36.5,-13.6,0.075,0.973,-0.029,0.6,19.7,68.64,24.56,993.10
2023/06/19 18:39:38.207,50,2.94,-18.3,37.9,-13.6,0.074,0.973,-0.029,0.2,21.5,68.62,24.60,993.04
2023/06/19 18:39:39.207,51,2.94,-19.4,37.6,-15.1,0.075,0.973,-0.029,0.2,18.6,68.61,24.60,993.10
2023/06/19 18:39:40.207,52,2.94,-17.2,39.4,-10.9,0.075,0.973,-0.029,0.0,19.1,68.66,24.58,993.12
2023/06/19 18:39:41.207,53,2.94,-17.9,38.3,-12.1,0.075,0.972,-0.029,0.4,19.4,68.66,24.58,993.07
2023/06/19 18:39:42.207,54,2.94,-18.6,37.6,-13.9,0.075,0.973,-0.030,0.1,20.1,68.68,24.56,993.10
2023/06/19 18:39:43.207,55,2.94,-17.2,38.3,-13.6,0.075,0.973,-0.029,0.1,16.6,68.62,24.60,993.18
2023/06/19 18:39:44.207,56,2.94,-19.0,38.3,-11.7,0.074,0.972,-0.029,0.0,19.5,68.65,24.60,993.05
2023/06/19 18:39:45.207,57,2.94,-18.3,37.2,-13.9,0.075,0.972,-0.029,0.2,18.7,68.64,24.60,993.15
2023/06/19 18:39:46.207,58,2.94,-18.6,37.6,-10.9,0.075,0.973,-0.028,0.0,19.8,68.59,24.60,993.10
2023/06/19 18:39:47.207,59,2.94,-18.3,37.6,-12.1,0.075,0.972,-0.030,0.0,21.4,68.67,24.60,993.18
